CustomerKey,Country,Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,class_label
19629,Australia,53,M,F,70000,1,0,Partial College,Skilled Manual,1,1, > 50K
19630,Australia,52,M,F,80000,1,0,Partial College,Skilled Manual,1,1, > 50K
19631,Australia,50,M,M,40000,2,0,Bachelors,Management,1,1, <= 50K 
19632,Australia,59,S,M,10000,2,1,High School,Skilled Manual,1,2, <= 50K 
19633,United States,32,S,F,30000,0,0,High School,Skilled Manual,1,2, <= 50K 
19634,United States,34,M,M,40000,0,0,High School,Skilled Manual,1,1, <= 50K 
19635,United States,32,S,F,40000,0,0,High School,Skilled Manual,1,2, <= 50K 
19636,United States,32,M,F,40000,0,0,High School,Skilled Manual,1,2, <= 50K 
19637,United States,32,S,M,40000,0,0,High School,Skilled Manual,0,2, <= 50K 
19638,United States,28,M,F,30000,0,0,High School,Skilled Manual,0,2, <= 50K 
19639,United States,29,S,M,30000,0,0,High School,Skilled Manual,1,2, <= 50K 
19640,Canada,28,M,M,30000,0,0,High School,Skilled Manual,1,2, <= 50K 
19641,United States,29,S,M,30000,0,0,Partial High School,Clerical,0,2, <= 50K 
19642,Canada,30,S,F,30000,0,0,Partial High School,Clerical,0,2, <= 50K 
19643,United States,30,M,F,40000,0,0,High School,Skilled Manual,1,2, <= 50K 
19644,United States,31,S,F,30000,0,0,Partial High School,Clerical,1,2, <= 50K 
19645,Canada,32,M,M,40000,0,0,High School,Skilled Manual,0,2, <= 50K 
19646,Canada,29,S,M,30000,0,0,Partial High School,Clerical,0,2, <= 50K 
19647,Canada,29,S,F,30000,0,0,Partial High School,Clerical,0,2, <= 50K 
19648,Canada,29,S,F,30000,0,0,Partial High School,Clerical,1,2, <= 50K 
19649,United States,29,S,F,40000,0,0,High School,Skilled Manual,1,2, <= 50K 
19650,Australia,70,M,F,30000,2,0,Partial College,Clerical,0,2, <= 50K 
19651,Australia,69,M,M,40000,2,0,Bachelors,Management,1,2, <= 50K 
19652,Australia,66,S,M,40000,2,0,Bachelors,Management,1,2, <= 50K 
19653,Australia,67,M,F,50000,2,0,Graduate Degree,Management,1,1, <= 50K 
19654,United States,33,M,M,40000,0,0,High School,Skilled Manual,0,2, <= 50K 
19655,United States,32,S,F,60000,0,0,Partial College,Skilled Manual,0,1, > 50K
19656,United States,34,M,F,30000,0,0,Partial College,Skilled Manual,1,1, <= 50K 
19657,United States,37,S,F,80000,0,0,Bachelors,Management,0,1, > 50K
19658,United States,41,S,M,90000,4,4,Bachelors,Management,1,1, > 50K
19659,United States,40,S,M,70000,0,0,Partial College,Skilled Manual,0,2, > 50K
19660,United States,46,M,M,80000,4,3,Bachelors,Management,1,0, > 50K
19661,Canada,41,S,M,90000,4,4,Bachelors,Management,1,1, > 50K
19662,Canada,35,M,F,90000,4,4,Bachelors,Management,1,1, > 50K
19663,United States,29,M,M,90000,4,4,Partial College,Skilled Manual,1,3, > 50K
19664,United States,35,S,M,100000,3,0,Bachelors,Management,0,3, > 50K
19665,United States,41,M,M,110000,2,1,Graduate Degree,Management,1,3, > 50K
19666,Australia,64,M,F,10000,5,0,High School,Skilled Manual,1,2, <= 50K 
19667,Australia,64,M,M,20000,4,0,High School,Skilled Manual,0,2, <= 50K 
19668,United States,30,M,M,40000,0,0,Partial College,Skilled Manual,0,1, <= 50K 
19669,United States,31,S,F,40000,0,0,Partial College,Skilled Manual,0,1, <= 50K 
19670,United States,31,S,M,60000,0,0,Partial College,Skilled Manual,0,2, > 50K
19671,United States,31,M,M,60000,0,0,Partial College,Skilled Manual,1,2, > 50K
19672,Australia,64,M,F,10000,2,1,Partial High School,Clerical,1,2, <= 50K 
19673,Australia,64,M,M,10000,2,1,Partial High School,Clerical,1,2, <= 50K 
19674,Australia,63,S,F,10000,2,1,Partial High School,Clerical,1,2, <= 50K 
19675,Australia,63,M,M,20000,4,0,High School,Skilled Manual,1,2, <= 50K 
19676,Australia,62,M,F,20000,4,0,High School,Skilled Manual,0,2, <= 50K 
19677,Australia,57,M,M,20000,4,0,High School,Skilled Manual,0,2, <= 50K 
19678,United States,37,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0, > 50K
19679,United States,32,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0, > 50K
19680,United States,37,M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0, > 50K
19681,Canada,31,M,F,50000,1,1,Graduate Degree,Skilled Manual,1,0, <= 50K 
19682,United States,36,M,M,50000,1,1,Bachelors,Skilled Manual,1,0, <= 50K 
19683,United States,37,M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0, > 50K
19684,United States,39,S,F,90000,0,0,Partial College,Professional,0,1, > 50K
19685,United States,45,M,F,110000,3,2,Bachelors,Management,1,4, > 50K
19686,United States,45,M,M,130000,2,2,Graduate Degree,Management,1,2, > 50K
19687,United States,45,M,M,130000,3,2,Bachelors,Management,1,3, > 50K
19688,United States,53,M,M,70000,4,3,Partial College,Professional,0,0, > 50K
19689,United States,53,S,F,90000,2,1,Partial College,Professional,1,0, > 50K
19690,United States,69,S,M,170000,0,0,Graduate Degree,Management,0,3, > 50K
19691,United States,46,S,F,90000,0,0,Partial College,Professional,0,2, > 50K
19692,United States,45,M,M,110000,4,2,Bachelors,Management,1,4, > 50K
19693,Canada,46,M,F,80000,5,4,Partial College,Professional,1,3, > 50K
19694,United States,46,M,F,100000,1,2,Partial College,Professional,1,3, > 50K
19695,United States,41,M,M,100000,1,2,Partial College,Professional,1,3, > 50K
19696,United States,47,M,M,120000,1,3,Partial College,Professional,1,4, > 50K
19697,United States,47,S,F,120000,1,3,High School,Professional,1,4, > 50K
19698,United States,47,M,F,130000,1,3,Bachelors,Management,1,0, > 50K
19699,United States,42,M,F,90000,4,3,High School,Professional,1,2, > 50K
19700,United States,42,M,M,110000,1,3,Partial College,Professional,1,4, > 50K
19701,United States,54,M,F,60000,2,0,High School,Professional,0,2, > 50K
19702,United States,53,M,M,60000,2,0,High School,Professional,0,2, > 50K
19703,United States,53,M,F,60000,2,0,High School,Professional,0,2, > 50K
19704,Canada,54,M,M,60000,2,0,High School,Professional,0,2, > 50K
19705,Canada,54,S,F,70000,4,3,High School,Professional,1,0, > 50K
19706,United States,53,S,M,80000,3,2,Partial College,Professional,1,0, > 50K
19707,United States,49,M,M,80000,2,0,Partial High School,Skilled Manual,1,2, > 50K
19708,United States,73,M,F,80000,4,0,Graduate Degree,Management,1,2, > 50K
19709,Canada,73,M,M,40000,3,0,Partial College,Professional,0,2, <= 50K 
19710,Canada,48,S,F,80000,5,4,Partial College,Professional,1,3, > 50K
19711,United States,48,S,M,100000,3,2,Partial College,Professional,0,4, > 50K
19712,United States,48,M,M,100000,0,3,Partial College,Professional,1,0, > 50K
19713,United States,43,M,F,100000,0,3,Partial College,Professional,1,1, > 50K
19714,United States,43,S,F,120000,1,3,High School,Professional,1,4, > 50K
19715,United States,49,M,M,120000,1,3,High School,Professional,0,4, > 50K
19716,United States,49,S,M,60000,3,0,Partial High School,Skilled Manual,1,2, > 50K
19717,United States,49,S,M,60000,3,0,Partial High School,Skilled Manual,1,2, > 50K
19718,United States,55,M,F,70000,3,1,High School,Professional,1,1, > 50K
19719,United States,50,S,M,70000,3,0,Graduate Degree,Management,1,2, > 50K
19720,United States,55,M,F,70000,3,0,Graduate Degree,Management,1,2, > 50K
19721,United States,56,S,M,70000,3,0,Graduate Degree,Management,1,2, > 50K
19722,United States,50,M,M,70000,3,0,Graduate Degree,Management,1,2, > 50K
19723,United States,50,M,F,70000,3,0,Graduate Degree,Management,1,2, > 50K
19724,United States,50,S,M,60000,3,0,Graduate Degree,Management,1,2, > 50K
19725,United States,56,M,F,40000,3,0,Partial College,Professional,0,2, <= 50K 
19726,Canada,72,M,M,60000,3,0,Graduate Degree,Management,1,2, > 50K
19727,United States,61,M,F,60000,3,0,Graduate Degree,Management,0,2, > 50K
19728,United States,70,M,M,60000,3,0,Graduate Degree,Management,1,2, > 50K
19729,Canada,71,M,F,60000,3,0,Graduate Degree,Management,1,2, > 50K
19730,United States,70,M,M,70000,5,0,Graduate Degree,Management,0,2, > 50K
19731,United States,71,M,M,80000,4,0,Graduate Degree,Management,1,2, > 50K
19732,United States,64,S,M,60000,3,0,Graduate Degree,Management,1,2, > 50K
19733,United States,69,M,F,60000,3,0,Graduate Degree,Management,1,2, > 50K
19734,United States,70,M,F,60000,3,0,Graduate Degree,Management,1,2, > 50K
19735,United States,69,M,F,70000,5,0,Graduate Degree,Management,1,2, > 50K
19736,United States,69,M,F,70000,5,0,Graduate Degree,Management,1,2, > 50K
19737,United States,63,S,F,70000,5,0,Graduate Degree,Management,1,2, > 50K
19738,United States,68,M,M,70000,5,0,Graduate Degree,Management,0,2, > 50K
19739,United States,69,M,M,70000,5,0,Graduate Degree,Management,1,2, > 50K
19740,United States,68,S,F,70000,5,0,Graduate Degree,Management,1,2, > 50K
19741,United States,68,S,F,80000,4,0,Graduate Degree,Management,1,2, > 50K
19742,United States,68,M,F,50000,4,0,Bachelors,Management,1,2, <= 50K 
19743,United States,67,S,F,60000,3,0,Graduate Degree,Management,1,2, > 50K
19744,United States,67,M,F,60000,3,0,Graduate Degree,Management,1,2, > 50K
19745,United States,62,M,F,60000,3,0,Graduate Degree,Management,1,2, > 50K
19746,Canada,62,M,F,70000,5,0,Graduate Degree,Management,1,2, > 50K
19747,United States,66,M,M,50000,4,0,Bachelors,Management,1,2, <= 50K 
19748,Australia,63,M,M,20000,4,0,High School,Skilled Manual,0,2, <= 50K 
19749,United States,30,S,F,70000,0,0,Partial College,Skilled Manual,0,2, > 50K
19750,Canada,32,S,M,40000,0,0,Partial High School,Clerical,0,2, <= 50K 
19751,Canada,31,S,F,40000,0,0,Partial High School,Clerical,0,2, <= 50K 
19752,Australia,55,M,F,20000,4,0,High School,Skilled Manual,1,2, <= 50K 
19753,Australia,61,M,F,20000,4,0,High School,Skilled Manual,0,2, <= 50K 
19754,United States,31,S,M,40000,0,0,Partial College,Skilled Manual,0,1, <= 50K 
19755,United States,32,M,F,40000,0,0,Partial College,Skilled Manual,1,2, <= 50K 
19756,United States,31,S,M,60000,0,0,Partial College,Skilled Manual,1,2, > 50K
19757,Canada,33,M,F,60000,0,0,Partial College,Skilled Manual,0,2, > 50K
19758,United States,32,S,M,60000,0,0,Partial College,Skilled Manual,0,2, > 50K
19759,United States,33,M,F,60000,0,0,Partial College,Skilled Manual,1,2, > 50K
19760,United States,33,S,F,60000,0,0,Partial College,Skilled Manual,0,2, > 50K
19761,Australia,59,M,M,20000,2,1,Partial High School,Clerical,1,2, <= 50K 
19762,Australia,53,S,M,20000,2,1,Partial High School,Clerical,1,2, <= 50K 
19763,Australia,53,M,M,30000,3,0,Partial College,Clerical,0,2, <= 50K 
19764,Australia,58,M,M,20000,2,1,Partial High School,Clerical,0,2, <= 50K 
19765,Australia,57,M,M,30000,3,0,High School,Skilled Manual,0,2, <= 50K 
19766,Australia,57,M,M,30000,3,0,High School,Skilled Manual,1,2, <= 50K 
19767,United States,29,S,M,40000,0,0,Partial High School,Clerical,0,2, <= 50K 
19768,United States,28,S,M,40000,0,0,Partial High School,Clerical,0,2, <= 50K 
19769,United States,28,M,F,30000,0,0,Partial College,Skilled Manual,1,2, <= 50K 
19770,Australia,51,M,F,30000,3,0,High School,Skilled Manual,1,2, <= 50K 
19771,Australia,56,M,F,30000,3,0,High School,Skilled Manual,0,2, <= 50K 
19772,Australia,49,S,M,80000,2,0,Partial College,Skilled Manual,0,2, > 50K
19773,Australia,55,M,M,80000,2,0,Partial College,Skilled Manual,1,2, > 50K
19774,United States,33,M,F,40000,0,0,High School,Skilled Manual,1,2, <= 50K 
19775,United States,34,S,F,40000,0,0,High School,Skilled Manual,0,2, <= 50K 
19776,United States,34,M,F,40000,0,0,High School,Skilled Manual,1,2, <= 50K 
19777,United States,28,M,M,60000,0,0,Partial College,Skilled Manual,0,2, > 50K
19778,United States,33,M,F,60000,0,0,Partial College,Skilled Manual,1,2, > 50K
19779,United States,36,S,F,60000,0,0,Partial College,Skilled Manual,1,2, > 50K
19780,United States,35,S,F,70000,0,0,Partial College,Professional,0,2, > 50K
19781,Canada,33,M,F,60000,0,0,Partial College,Professional,0,2, > 50K
19782,Australia,54,S,M,80000,2,0,High School,Skilled Manual,0,2, > 50K
19783,Australia,48,S,M,80000,2,0,High School,Skilled Manual,1,2, > 50K
19784,Australia,53,M,F,80000,2,0,High School,Skilled Manual,1,2, > 50K
19785,Australia,48,M,F,80000,2,0,High School,Skilled Manual,1,2, > 50K
19786,Australia,52,M,F,80000,2,0,High School,Skilled Manual,1,2, > 50K
19787,Australia,53,S,M,80000,2,0,High School,Skilled Manual,1,2, > 50K
19788,Australia,47,S,F,80000,2,0,High School,Skilled Manual,0,2, > 50K
19789,Australia,53,M,F,80000,2,0,High School,Skilled Manual,1,2, > 50K
19790,Australia,52,S,F,80000,2,0,High School,Skilled Manual,0,2, > 50K
19791,Australia,53,S,M,80000,2,0,High School,Skilled Manual,1,2, > 50K
19792,Australia,51,S,F,70000,2,0,High School,Professional,0,2, > 50K
19793,Australia,52,S,F,70000,2,0,High School,Professional,1,2, > 50K
19794,Australia,46,S,M,70000,2,0,High School,Professional,1,2, > 50K
19795,Australia,51,M,M,100000,1,1,Bachelors,Management,1,3, > 50K
19796,Australia,50,S,M,120000,5,1,Bachelors,Management,1,4, > 50K
19797,Australia,50,S,M,130000,0,0,Graduate Degree,Management,1,3, > 50K
19798,Australia,44,M,F,110000,4,1,Bachelors,Management,1,4, > 50K
19799,United States,36,S,M,80000,0,0,Bachelors,Management,1,1, > 50K
19800,United States,36,S,F,80000,0,0,Bachelors,Management,0,1, > 50K
19801,Canada,29,S,M,30000,0,0,High School,Professional,1,2, <= 50K 
19802,Canada,34,S,F,30000,0,0,High School,Professional,0,2, <= 50K 
19803,United States,29,S,M,30000,0,0,Partial High School,Skilled Manual,0,2, <= 50K 
19804,United States,29,S,M,60000,0,0,Partial College,Professional,0,2, > 50K
19805,United States,29,S,F,60000,0,0,Partial College,Professional,0,2, > 50K
19806,United States,35,S,F,60000,0,0,Partial College,Professional,1,2, > 50K
19807,Australia,50,M,F,110000,1,2,Bachelors,Management,1,1, > 50K
19808,United States,43,M,F,130000,0,1,Graduate Degree,Management,1,3, > 50K
19809,United States,37,M,M,130000,0,1,Graduate Degree,Management,1,3, > 50K
19810,United States,51,S,M,60000,2,0,High School,Professional,1,2, > 50K
19811,United States,51,M,M,60000,2,0,High School,Professional,0,2, > 50K
19812,United States,46,S,F,70000,2,1,Partial College,Professional,1,0, > 50K
19813,United States,52,M,F,80000,2,1,Bachelors,Management,1,0, > 50K
19814,United States,52,M,M,80000,2,1,Bachelors,Management,1,1, > 50K
19815,United States,52,M,M,80000,2,1,Bachelors,Management,1,1, > 50K
19816,United States,46,M,M,90000,2,0,Partial College,Professional,1,1, > 50K
19817,Canada,47,S,F,60000,2,0,High School,Professional,1,2, > 50K
19818,United States,53,M,F,60000,2,0,High School,Professional,0,2, > 50K
19819,United States,53,M,M,60000,2,0,High School,Professional,0,2, > 50K
19820,United States,53,M,F,60000,2,0,High School,Professional,0,2, > 50K
19821,United States,42,M,F,70000,3,0,Partial College,Professional,0,2, > 50K
19822,Canada,38,M,M,90000,4,4,Partial College,Professional,1,3, > 50K
19823,Canada,43,M,F,90000,4,4,Partial College,Professional,1,3, > 50K
19824,United States,44,S,M,90000,5,5,Partial College,Professional,1,3, > 50K
19825,United States,44,M,M,120000,2,2,Bachelors,Management,1,4, > 50K
19826,Canada,39,S,M,80000,4,3,Bachelors,Management,1,0, > 50K
19827,Canada,39,M,M,80000,4,3,Bachelors,Management,1,0, > 50K
19828,Canada,45,M,F,80000,4,3,Bachelors,Management,1,0, > 50K
19829,Canada,45,S,M,60000,3,2,Graduate Degree,Professional,0,0, > 50K
19830,Canada,41,S,F,70000,1,0,Bachelors,Professional,1,1, > 50K
19831,United States,46,M,M,70000,1,0,Partial College,Skilled Manual,1,1, > 50K
19832,United States,36,M,F,40000,4,3,High School,Skilled Manual,0,3, <= 50K 
19833,United States,67,M,F,50000,4,0,Bachelors,Management,1,2, <= 50K 
19834,United States,66,M,M,50000,4,0,Bachelors,Management,1,2, <= 50K 
19835,United States,67,M,F,60000,3,0,Graduate Degree,Management,1,2, > 50K
19836,Canada,66,M,M,60000,3,0,Graduate Degree,Management,0,2, > 50K
19837,United States,56,M,M,70000,5,0,Bachelors,Management,1,2, > 50K
19838,United States,66,M,M,70000,5,0,Bachelors,Management,1,2, > 50K
19839,Canada,65,M,F,60000,3,0,Graduate Degree,Management,0,2, > 50K
19840,United States,65,M,F,60000,4,0,Graduate Degree,Management,1,2, > 50K
19841,United States,60,M,F,70000,5,0,Bachelors,Management,0,2, > 50K
19842,United States,66,M,F,70000,5,0,Bachelors,Management,1,2, > 50K
19843,United States,60,S,M,70000,5,0,Bachelors,Management,1,2, > 50K
19844,Canada,65,M,F,70000,5,0,Bachelors,Management,1,2, > 50K
19845,United States,66,M,M,70000,5,0,Bachelors,Management,1,2, > 50K
19846,United States,65,M,M,70000,5,0,Bachelors,Management,1,2, > 50K
19847,Canada,66,S,M,70000,5,0,Bachelors,Management,1,2, > 50K
19848,United States,66,M,M,80000,5,0,Bachelors,Management,1,2, > 50K
19849,United States,59,M,M,40000,4,0,High School,Professional,0,2, <= 50K 
19850,United States,64,M,M,40000,4,0,High School,Professional,0,2, <= 50K 
19851,United States,64,S,M,70000,4,0,Bachelors,Management,1,2, > 50K
19852,United States,63,S,M,70000,5,0,Bachelors,Management,1,2, > 50K
19853,United States,57,M,M,70000,5,0,Bachelors,Management,1,3, > 50K
19854,United States,62,S,F,70000,5,0,Bachelors,Management,1,3, > 50K
19855,Canada,57,M,M,70000,5,0,Bachelors,Management,1,3, > 50K
19856,United States,63,M,F,60000,4,0,Bachelors,Management,1,2, > 50K
19857,United States,62,S,F,60000,4,0,Bachelors,Management,1,2, > 50K
19858,United States,62,M,F,60000,4,0,Bachelors,Management,1,2, > 50K
19859,United States,62,M,F,60000,4,0,Bachelors,Management,1,2, > 50K
19860,United States,61,S,F,70000,2,1,Partial College,Professional,1,1, > 50K
19861,United States,61,M,F,70000,2,1,Partial College,Professional,1,1, > 50K
19862,Canada,60,M,F,40000,2,1,High School,Professional,0,2, <= 50K 
19863,United States,60,M,F,60000,2,1,Partial College,Professional,1,1, > 50K
19864,United States,60,M,M,60000,2,1,Partial College,Professional,1,1, > 50K
19865,United States,61,M,F,60000,2,1,Partial College,Professional,1,2, > 50K
19866,United States,61,M,M,60000,2,1,Partial College,Professional,1,2, > 50K
19867,United States,60,M,M,60000,2,1,Partial College,Professional,1,2, > 50K
19868,United States,60,S,M,60000,2,1,Bachelors,Management,1,0, > 50K
19869,United States,61,M,F,70000,4,1,Partial College,Professional,1,2, > 50K
19870,Canada,54,M,M,40000,2,1,Partial High School,Skilled Manual,1,2, <= 50K 
19871,United States,54,S,M,60000,2,1,Partial College,Professional,1,2, > 50K
19872,Canada,48,M,F,40000,2,1,Partial High School,Skilled Manual,0,2, <= 50K 
19873,Canada,58,S,M,40000,2,1,Partial High School,Skilled Manual,1,2, <= 50K 
19874,Canada,48,M,F,40000,2,1,Partial High School,Skilled Manual,1,3, <= 50K 
19875,United States,59,M,M,60000,2,1,Partial College,Professional,1,2, > 50K
19876,United States,59,M,M,60000,2,1,Partial College,Professional,0,1, > 50K
19877,United States,53,M,M,60000,2,1,Partial College,Professional,1,1, > 50K
19878,United States,58,M,F,70000,4,2,Partial College,Professional,1,1, > 50K
19879,United States,59,M,M,70000,4,2,Partial College,Professional,1,1, > 50K
19880,United States,59,M,F,70000,4,2,Partial College,Professional,0,1, > 50K
19881,United States,59,M,M,80000,3,1,Bachelors,Management,1,1, > 50K
19882,United States,59,S,M,80000,3,1,Bachelors,Management,1,1, > 50K
19883,United States,58,M,M,80000,3,1,Bachelors,Management,1,2, > 50K
19884,Canada,52,M,M,60000,2,1,High School,Professional,1,2, > 50K
19885,United States,57,S,M,60000,2,1,High School,Professional,1,2, > 50K
19886,United States,57,M,M,60000,2,1,High School,Professional,1,2, > 50K
19887,United States,57,M,F,60000,2,1,Partial College,Professional,0,1, > 50K
19888,United States,58,S,M,60000,2,1,Partial College,Professional,1,2, > 50K
19889,United States,57,S,F,70000,2,1,Partial High School,Skilled Manual,0,2, > 50K
19890,United States,51,S,M,70000,2,1,Partial High School,Skilled Manual,1,2, > 50K
19891,United States,56,M,F,60000,2,1,High School,Professional,1,2, > 50K
19892,United States,57,M,M,60000,2,1,High School,Professional,1,2, > 50K
19893,United States,51,S,M,60000,2,1,High School,Professional,1,2, > 50K
19894,United States,56,S,M,60000,2,1,High School,Professional,1,2, > 50K
19895,United States,51,M,M,60000,2,1,High School,Professional,1,2, > 50K
19896,United States,51,M,F,60000,2,1,High School,Professional,1,2, > 50K
19897,United States,56,S,F,70000,4,3,Partial College,Professional,1,1, > 50K
19898,Germany,51,S,F,130000,2,3,Bachelors,Management,0,4, > 50K
19899,France,41,M,M,110000,2,4,Partial College,Professional,1,3, > 50K
19900,Germany,52,M,F,120000,2,4,High School,Professional,1,4, > 50K
19901,Germany,46,M,M,130000,3,4,Partial College,Professional,1,3, > 50K
19902,France,52,M,M,100000,2,3,Partial College,Professional,1,4, > 50K
19903,France,52,S,M,100000,2,3,High School,Professional,1,4, > 50K
19904,Germany,53,M,F,120000,3,4,High School,Professional,1,4, > 50K
19905,United Kingdom,47,S,F,170000,3,3,Partial College,Professional,0,4, > 50K
19906,United Kingdom,53,M,M,170000,3,3,High School,Professional,1,4, > 50K
19907,France,53,M,M,100000,2,3,High School,Professional,1,4, > 50K
19908,France,53,S,F,100000,2,3,High School,Professional,1,4, > 50K
19909,Germany,54,M,M,110000,3,4,Partial College,Professional,1,4, > 50K
19910,Germany,54,M,M,130000,3,4,Partial College,Professional,1,3, > 50K
19911,United Kingdom,53,S,F,130000,3,4,Partial College,Professional,0,3, > 50K
19912,United Kingdom,37,M,F,160000,2,4,High School,Professional,1,3, > 50K
19913,France,65,M,F,70000,5,1,High School,Professional,1,2, > 50K
19914,France,65,M,M,80000,5,0,Bachelors,Management,1,2, > 50K
19915,Germany,64,M,F,100000,2,3,Graduate Degree,Management,1,4, > 50K
19916,United Kingdom,64,M,F,170000,3,4,Graduate Degree,Management,1,2, > 50K
19917,United Kingdom,59,M,F,170000,3,4,Bachelors,Management,1,3, > 50K
19918,United Kingdom,65,M,F,170000,4,4,Bachelors,Management,1,3, > 50K
19919,United Kingdom,58,M,F,150000,3,4,Graduate Degree,Management,1,4, > 50K
19920,France,63,S,F,90000,5,0,Partial College,Professional,1,2, > 50K
19921,Germany,57,S,F,110000,3,4,Bachelors,Management,1,4, > 50K
19922,France,54,S,F,90000,4,2,High School,Professional,1,1, > 50K
19923,France,54,M,M,100000,3,4,High School,Professional,1,3, > 50K
19924,Germany,49,M,M,120000,2,5,Partial High School,Professional,1,2, > 50K
19925,Germany,54,M,F,130000,3,4,Partial College,Professional,1,4, > 50K
19926,United Kingdom,55,M,F,130000,3,4,Partial College,Professional,0,4, > 50K
19927,United Kingdom,54,M,M,170000,5,4,High School,Professional,1,4, > 50K
19928,United Kingdom,49,M,F,170000,0,4,High School,Professional,1,4, > 50K
19929,France,50,M,M,100000,3,4,Bachelors,Management,1,3, > 50K
19930,Germany,55,M,M,110000,2,5,Partial College,Professional,0,2, > 50K
19931,Germany,50,M,M,120000,2,5,Bachelors,Management,0,2, > 50K
19932,France,45,S,M,80000,4,1,Partial College,Professional,1,2, > 50K
19933,United Kingdom,51,M,F,120000,4,5,Partial College,Professional,1,3, > 50K
19934,Germany,58,M,M,80000,5,2,High School,Professional,1,2, > 50K
19935,Germany,57,M,M,100000,3,4,Partial College,Professional,1,4, > 50K
19936,Germany,53,M,M,100000,3,4,Partial College,Management,1,4, > 50K
19937,Germany,58,S,M,100000,3,4,Partial College,Management,1,4, > 50K
19938,United Kingdom,58,M,F,150000,4,5,Bachelors,Management,1,3, > 50K
19939,United Kingdom,58,M,M,160000,2,5,Partial College,Management,1,3, > 50K
19940,United Kingdom,43,M,F,160000,3,5,Partial College,Management,0,4, > 50K
19941,United Kingdom,60,S,M,160000,3,5,High School,Management,0,4, > 50K
19942,United Kingdom,54,S,M,170000,5,5,Partial College,Management,0,4, > 50K
19943,France,61,M,M,90000,4,1,High School,Management,0,3, > 50K
19944,Germany,60,M,M,90000,4,1,Partial High School,Skilled Manual,0,4, > 50K
19945,France,62,M,M,80000,5,1,Partial High School,Skilled Manual,1,4, > 50K
19946,United Kingdom,62,S,F,120000,5,5,High School,Management,1,4, > 50K
19947,Australia,28,S,M,70000,0,0,Bachelors,Professional,0,2, > 50K
19948,Australia,33,S,F,70000,0,0,Bachelors,Professional,1,2, > 50K
19949,Australia,32,M,F,70000,0,0,Bachelors,Professional,1,2, > 50K
19950,Australia,33,M,M,80000,0,0,Bachelors,Professional,1,2, > 50K
19951,Australia,32,S,M,80000,0,0,Bachelors,Professional,0,2, > 50K
19952,Australia,34,S,F,80000,0,0,Bachelors,Professional,1,2, > 50K
19953,Australia,35,S,M,70000,0,0,Bachelors,Professional,1,3, > 50K
19954,Australia,34,M,M,70000,0,0,Bachelors,Professional,1,3, > 50K
19955,Australia,30,S,M,80000,0,0,Bachelors,Professional,1,3, > 50K
19956,Australia,30,M,F,80000,0,0,Bachelors,Professional,1,3, > 50K
19957,Australia,35,S,M,90000,0,0,Bachelors,Professional,1,2, > 50K
19958,Australia,30,M,F,90000,0,0,Bachelors,Professional,1,3, > 50K
19959,Australia,30,S,F,100000,0,5,High School,Management,1,2, > 50K
19960,Australia,36,M,M,100000,0,5,High School,Management,1,2, > 50K
19961,Australia,37,M,F,80000,0,0,Bachelors,Professional,0,3, > 50K
19962,Australia,35,M,M,110000,0,5,Partial College,Management,1,3, > 50K
19963,Australia,35,M,M,120000,0,5,Partial High School,Professional,1,4, > 50K
19964,Australia,36,S,F,120000,0,5,Partial High School,Professional,1,4, > 50K
19965,Australia,35,M,M,130000,4,5,High School,Management,1,4, > 50K
19966,Australia,31,M,F,90000,0,0,Bachelors,Professional,1,3, > 50K
19967,Australia,31,S,M,90000,0,0,Bachelors,Professional,0,3, > 50K
19968,Australia,31,M,F,100000,0,5,High School,Management,0,3, > 50K
19969,Australia,32,S,M,80000,0,0,Bachelors,Professional,1,4, > 50K
19970,Australia,36,S,F,130000,4,5,High School,Management,1,4, > 50K
19971,Australia,37,S,M,100000,0,5,High School,Management,1,3, > 50K
19972,Australia,32,M,F,100000,0,5,High School,Management,1,4, > 50K
19973,Australia,33,M,M,90000,0,0,Bachelors,Professional,0,4, > 50K
19974,Australia,38,M,M,100000,0,5,High School,Management,1,4, > 50K
19975,Australia,38,S,F,100000,0,5,Partial High School,Professional,1,4, > 50K
19976,Australia,39,M,F,110000,0,5,High School,Management,1,4, > 50K
19977,Australia,38,S,F,120000,0,5,Partial High School,Professional,1,4, > 50K
19978,Australia,38,M,M,110000,0,5,Partial High School,Professional,1,4, > 50K
19979,Australia,37,M,F,120000,0,5,Partial High School,Management,1,4, > 50K
19980,United States,44,M,F,90000,5,5,Partial College,Professional,1,3, > 50K
19981,United States,37,M,F,60000,1,0,Graduate Degree,Professional,1,0, > 50K
19982,United States,37,S,M,70000,1,0,Graduate Degree,Professional,1,0, > 50K
19983,United States,39,M,M,50000,1,1,Bachelors,Skilled Manual,1,1, <= 50K 
19984,United States,39,M,F,50000,1,1,Bachelors,Skilled Manual,1,1, <= 50K 
19985,United States,39,S,F,50000,2,2,Bachelors,Skilled Manual,1,0, <= 50K 
19986,United States,34,S,F,50000,2,2,Bachelors,Skilled Manual,1,0, <= 50K 
